Date,Name,Amount,Analysis_Status,Exclusion_Reason,Category,Source,Type,Status
03/04/2025,UBER   *TRIP,-39.27,Included (True Spend),,Transportation,Personal,ReAuthorization,Completed
03/04/2025,PayPal,-30.89,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,RAINBOW STATION (CLOTH,-32.98,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
03/04/2025,RAINBOW STATION (CLOTH,-32.98,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed
03/04/2025,APPLE CASH BALANCE ADD,-23.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/04/2025,UBR* PENDING.UBER.COM,-30.89,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,APPLE CASH BALANCE ADD,-23.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/04/2025,PayPal,-51.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,PayPal,-47.83,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,CLEO AI,-212.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,APPLE CASH BALANCE ADD,-51.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,Aizihaer Tuerxuntuoheti,-51.75,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/04/2025,PayPal,-60.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,CLEO AI,-60.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,UBR* PENDING.UBER.COM,-60.49,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,PayPal,-60.49,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/04/2025,PayPal,-212.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,PayPal,-250.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,APPLE CASH BALANCE ADD,-250.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,Aizihaer Tuerxuntuoheti,-257.55,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/04/2025,CQ Grand Central,-359.49,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
03/04/2025,Aizihaer Tuerxuntuoheti,-20.88,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/04/2025,"Adobe, Inc.",-21.76,Included (True Spend),,Tech & Subs,Personal,PreApproved Payment Bill User Payment,Completed
03/04/2025,,20.88,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/04/2025,VIVI BUBBLE TEA CHINA,-15.25,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
03/04/2025,,21.76,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
03/04/2025,PayPal,459.49,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/04/2025,,257.55,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/04/2025,Aizihaer Tuerxuntuoheti,250.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/04/2025,VIVI BUBBLE TEA CHINA,-15.25,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed
03/04/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/04/2025,Aizihaer Tuerxuntuoheti,100.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/04/2025,,51.75,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/04/2025,Aizihaer Tuerxuntuoheti,50.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/04/2025,PayPal,47.83,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/04/2025,PayPal,39.27,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/04/2025,PayPal,32.98,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/04/2025,PayPal,23.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/04/2025,APPLE CASH INST XFER,199.49,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
03/04/2025,PayPal,-7.6,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,FEDEX OFFICE #980,-5.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,MCDONALD'S F7552,-7.6,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,DM 561,-5.66,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,PayPal,-5.66,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,PayPal,-5.65,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,DM 561,-5.65,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,PayPal,-5.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/04/2025,APPLE CASH INST XFER,1.98,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
03/04/2025,,5.45,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
03/04/2025,,10.59,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
03/04/2025,PayPal,15.25,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/04/2025,Aizihaer Tuerxuntuoheti,20.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/03/2025,CLEO AI,-20.0,Included (True Spend),,Financial Services,Personal,General Authorization,Completed
03/03/2025,REVEL* (TEMP PRE-AUTH),-22.87,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/03/2025,REVEL* (TEMP PRE-AUTH),-22.87,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
03/03/2025,Aizihaer Tuerxuntuoheti,-20.88,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/03/2025,CLEO AI,-20.0,Included (True Spend),,Financial Services,Personal,General PayPal Debit Card Transaction,Completed
03/03/2025,Aizihaer Tuerxuntuoheti,-10.59,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/03/2025,PayPal,-15.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/03/2025,VIVI BUBBLE TEA CHINA,-15.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/03/2025,CLEO AI,-15.0,Included (True Spend),,Financial Services,Personal,General PayPal Debit Card Transaction,Completed
03/03/2025,PayPal,-23.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/03/2025,PayPal,-22.87,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/03/2025,PayPal,-39.27,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/03/2025,APPLE CASH BALANCE ADD,-23.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/03/2025,APPLE CASH BALANCE ADD,-25.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/03/2025,APPLE CASH BALANCE ADD,-25.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/03/2025,UBR* PENDING.UBER.COM,-35.92,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/03/2025,PayPal,-35.92,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/03/2025,UBER   *TRIP,-39.27,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,ReAuthorization,Pending
03/03/2025,Aizihaer Tuerxuntuoheti,-51.75,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/03/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/03/2025,CQ Grand Central,-247.8,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
03/03/2025,CLEO AI,-15.0,Included (True Spend),,Financial Services,Personal,General Authorization,Completed
03/03/2025,Aizihaer Tuerxuntuoheti,-7.5,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/03/2025,APPLE CASH BALANCE ADD,-10.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/03/2025,PayPal,15.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/03/2025,PayPal,347.8,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/03/2025,,51.75,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/03/2025,Aizihaer Tuerxuntuoheti,50.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/03/2025,PayPal,25.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/03/2025,PayPal,22.87,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/03/2025,APPLE CASH INST XFER,22.66,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
03/03/2025,,20.88,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/03/2025,PayPal,20.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/03/2025,Aizihaer Tuerxuntuoheti,20.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/03/2025,PayPal,35.92,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/03/2025,,10.59,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/03/2025,Aizihaer Tuerxuntuoheti,10.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/03/2025,,7.5,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/03/2025,Aizihaer Tuerxuntuoheti,7.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/03/2025,PayPal,3.25,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/03/2025,LEX NEWS STAND INC,-3.25,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed
03/03/2025,LEX NEWS STAND INC,-3.25,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
03/03/2025,APPLE CASH BALANCE ADD,-10.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/03/2025,PayPal,10.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/02/2025,RAINBOW STATION (CLOTH,-32.98,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/02/2025,PayPal,-20.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/02/2025,CLEO AI,-20.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/02/2025,PayPal,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/02/2025,APPLE CASH BALANCE ADD,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/02/2025,DD *DOORDASH POPEYESLO,-26.68,Included (True Spend),,Fast Food,Personal,General Authorization,Completed
03/02/2025,DD *DOORDASH POPEYESLO,-26.68,Included (True Spend),,Fast Food,Personal,General PayPal Debit Card Transaction,Completed
03/02/2025,Aizihaer Tuerxuntuoheti,-92.91,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/02/2025,PayPal,-32.98,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/02/2025,APPLE CASH BALANCE ADD,-76.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/02/2025,APPLE CASH BALANCE ADD,-76.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/02/2025,APPLE CASH BALANCE ADD,-100.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/02/2025,APPLE CASH BALANCE ADD,-100.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/02/2025,APPLE CASH BALANCE ADD,-16.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/02/2025,APPLE CASH BALANCE ADD,-16.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/02/2025,APPLE CASH BALANCE ADD,-13.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/02/2025,CLEO AI,-15.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/02/2025,PayPal,26.68,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/02/2025,PayPal,-15.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/02/2025,PayPal,100.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/02/2025,,92.91,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/02/2025,Aizihaer Tuerxuntuoheti,90.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/02/2025,APPLE CASH INST XFER,29.55,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
03/02/2025,PayPal,76.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/02/2025,PayPal,16.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/02/2025,PayPal,13.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/02/2025,PayPal,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/02/2025,APPLE CASH BALANCE ADD,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/02/2025,APPLE CASH BALANCE ADD,-13.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/01/2025,PayPal,-26.68,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/01/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/01/2025,PayPal,-13.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/01/2025,APPLE CASH BALANCE ADD,-13.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/01/2025,PayPal,-16.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/01/2025,APPLE CASH BALANCE ADD,-16.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/01/2025,Aizihaer Tuerxuntuoheti,-16.76,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/01/2025,APPLE CASH BALANCE ADD,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/01/2025,DD *DOORDASH POPEYESLO,-26.68,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/01/2025,Aizihaer Tuerxuntuoheti,-46.61,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/01/2025,PayPal,-76.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/01/2025,APPLE CASH BALANCE ADD,-76.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/01/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/01/2025,APPLE CASH BALANCE ADD,-100.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/01/2025,PayPal,-3.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/01/2025,LEX NEWS STAND INC,-3.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
